GUID,Name,Description,CVSS3.0,Network Zone,Exploit Code Maturity,Actively Exploited,Patch Available,Dark Web References,Risk Score,Risk Severity
41a62f26-47e3-4a98-bd53-4e36d7268441,CVE-2023-3504,A vulnerability was found in SmartWeb Infotech Job Board 1.0 and classified as critical. Affected by this issue is some unknown functionality of the file /settings/account of the component My Profile Page. The manipulation of the argument filename leads to unrestricted upload. The attack may be launched remotely. The identifier of this vulnerability is VDB-232952. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.,5.8,public facing,non-existent,yes,yes,357,,
3fb386f2-6302-4f60-97c8-f8658c05590d,CVE-2023-35038,Cross-Site Request Forgery (CSRF) vulnerability in wpexperts.Io WP PDF Generator plugin <= 1.2.2 versions.,5.7,public facing,functional,no,no,836,,
5bf6b8ef-83e9-4784-a610-aa3032e658a4,CVE-2023-35036,"In Progress MOVEit Transfer before 2021.0.7 (13.0.7), 2021.1.5 (13.1.5), 2022.0.5 (14.0.5), 2022.1.6 (14.1.6), and 2023.0.2 (15.0.2), SQL injection vulnerabilities have been found in the MOVEit Transfer web application that could allow an unauthenticated attacker to gain unauthorized access to MOVEit Transfer's database. An attacker could submit a crafted payload to a MOVEit Transfer application endpoint that could result in modification and disclosure of MOVEit database content.",9.5,public facing,non-existent,no,no,812,,
c4a62410-4113-4dec-ac85-71847afdb0ba,CVE-2023-35035,"Atos Unify OpenScape 4000 Assistant V10 R1 before V10 R1.42.0 and V10 R1.34.8, Assistant V10 R0, Manager V10 R1 before V10 R1.42.0 and V10 R1.34.8, and Manager V10 R0 allow command injection by authenticated users, aka OSFOURK-23557.",1.2,public facing,functional,no,no,914,,
8b4af70e-4a75-4ebc-b1ae-37cee5c6c58e,CVE-2023-35034,"Atos Unify OpenScape 4000 Assistant V10 R1 before V10 R1.42.0 and V10 R1.34.8 and Manager V10 R1 before V10 R1.42.0 and V10 R1.34.8 allow remote code execution by unauthenticated users, aka OSFOURK-24033.",5.7,internal,non-existent,no,no,334,,
90b99f5e-7c72-4ed9-b097-e47ffdcf27aa,CVE-2023-35033,"Atos Unify OpenScape 4000 Assistant V10 R1 before V10 R1.42.0 and V10 R1.34.8, Assistant V10 R0, Manager V10 R1 before V10 R1.42.0 and V10 R1.34.8, and Manager V10 R0 allow command injection by authenticated users, aka OSFOURK-23556.",6.6,public facing,proof-of-concept,yes,no,137,,
9fae4e67-c9ed-46bf-9e08-4787721d6b65,CVE-2023-35032,"Atos Unify OpenScape 4000 Assistant V10 R1 before V10 R1.42.0 and V10 R1.34.8 and Manager V10 R1 before V10 R1.42.0 and V10 R1.34.8 allow command injection by authenticated users, aka OSFOURK-23554.",6.9,internal,non-existent,no,yes,99,,
68d3ea96-3d98-4d25-938b-3d5a5f86fd5b,CVE-2023-35031,"Atos Unify OpenScape 4000 Assistant V10 R1 before V10 R1.42.0 and V10 R1.34.8, Assistant V10 R0, Manager V10 R1 before V10 R1.42.0 and V10 R1.34.8, and Manager V10 R0 allow command injection by authenticated users, aka OSFOURK-24036.",6.1,internal,proof-of-concept,yes,yes,775,,
bf1a6de9-425c-46e0-8e67-5c049c62a1ae,CVE-2023-35030,"Cross-site request forgery (CSRF) vulnerability in the Layout module's SEO configuration in Liferay Portal 7.4.3.70 through 7.4.3.76, and Liferay DXP 7.4 update 70 through 76 allows remote attackers to execute arbitrary code in the scripting console via the `_com_liferay_layout_admin_web_portlet_GroupPagesPortlet_backURL` parameter.",6.5,internal,proof-of-concept,no,yes,861,,
5f6c7e84-5e1b-4b44-a6f9-d094cdc40b25,CVE-2023-3503,A vulnerability has been found in SourceCodester Shopping Website 1.0 and classified as critical. Affected by this vulnerability is an unknown functionality of the file insert-product.php. The manipulation leads to unrestricted upload. The attack can be launched remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-232951.,9.1,internal,functional,yes,yes,774,,
15a67cac-e55f-4b2a-abfa-f66f3bef8376,CVE-2023-35029,"Open redirect vulnerability in the Layout module's SEO configuration in Liferay Portal 7.4.3.70 through 7.4.3.76, and Liferay DXP 7.4 update 70 through 76 allows remote attackers to redirect users to arbitrary external URLs via the `_com_liferay_layout_admin_web_portlet_GroupPagesPortlet_backURL` parameter.",3.3,public facing,non-existent,no,yes,831,,
f55e0bab-09f1-437b-8bff-bb738fd90bdb,CVE-2023-3502,"A vulnerability, which was classified as critical, was found in SourceCodester Shopping Website 1.0. Affected is an unknown function of the file search-result.php. The manipulation of the argument product leads to sql injection. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used. VDB-232950 is the identifier assigned to this vulnerability.",4.1,public facing,functional,no,yes,836,,
65aaa4e1-0f97-45f9-8be8-94462eee27cf,CVE-2023-35019,"IBM Security Verify Governance, Identity Manager 10.0 could allow a remote authenticated attacker to execute arbitrary commands on the system by sending a specially crafted request. IBM X-Force ID: 257873.",6.8,public facing,proof-of-concept,no,yes,517,,
b57ea56c-5659-4868-b8cd-c17fcbc3d712,CVE-2023-35016,"IBM Security Verify Governance, Identity Manager 10.0 could allow a remote attacker to traverse directories on the system. An attacker could send a specially crafted URL request containing ""dot dot"" sequences (/../) to view arbitrary files on the system. IBM X-Force ID: 257772.",7.6,public facing,functional,no,yes,638,,
d9b1a1b4-1323-40e8-80a0-86b06545bfb9,CVE-2023-35012,"IBM Db2 for Linux, UNIX and Windows (includes Db2 Connect Server) 11.5 with a Federated configuration is vulnerable to a stack-based buffer overflow, caused by improper bounds checking. A local user with SYSADM privileges could overflow the buffer and execute arbitrary code on the system. IBM X-Force ID: 257763.",5.3,internal,non-existent,yes,no,266,,
19faec48-30bb-41c7-bc97-6d2c95cda6e2,CVE-2023-35005,"In Apache Airflow, some potentially sensitive values were being shown to the user in certain situations. This vulnerability is mitigated by the fact configuration is not shown in the UI by default (only if `[webserver] expose_config` is set to `non-sensitive-only`), and not all uncensored values are actually sentitive. This issue affects Apache Airflow: from 2.5.0 before 2.6.2. Users are recommended to update to version 2.6.2 or later.",1.3,internal,proof-of-concept,no,no,72,,
b118cead-45b3-4f57-ba71-dcb058bcade6,CVE-2023-35001,Linux Kernel nftables Out-Of-Bounds Read/Write Vulnerability; nft_byteorder poorly handled vm register contents when CAP_NET_ADMIN is in any user or network namespace,4.7,internal,proof-of-concept,yes,yes,764,,
db6d1bee-eaf8-43dd-af37-dca62cf954e4,CVE-2023-34995,"There are no requirements for setting a complex password for PiiGAB M-Bus, which could contribute to a successful brute force attack if the password is inline with recommended password guidelines.",3.1,public facing,functional,yes,yes,980,,
5655ae8f-443e-4d27-9a73-691def5bccd4,CVE-2023-34981,"A regression in the fix for bug 66512 in Apache Tomcat 11.0.0-M5, 10.1.8, 9.0.74 and 8.5.88 meant that, if a response did not include any HTTP headers no AJP SEND_HEADERS messare woudl be sent for the response which in turn meant that at least one AJP proxy (mod_proxy_ajp) would use the response headers from the previous request leading to an information leak.",6.4,public facing,proof-of-concept,yes,yes,595,,
f36be344-c256-401e-a566-96cd6a3efac9,CVE-2023-3497,Out of bounds read in Google Security Processor firmware in Google Chrome on Chrome OS prior to 114.0.5735.90 allowed a local attacker to perform denial of service via physical access to the device. (Chromium security severity: Medium),2.6,internal,functional,no,no,651,,
a007df58-ad26-4bd7-90f3-f5dabc67ff20,CVE-2023-34969,"D-Bus before 1.15.6 sometimes allows unprivileged users to crash dbus-daemon. If a privileged user with control over the dbus-daemon is using the org.freedesktop.DBus.Monitoring interface to monitor message bus traffic, then an unprivileged user with the ability to connect to the same dbus-daemon can cause a dbus-daemon crash under some circumstances via an unreplyable message. When done on the well-known system bus, this is a denial-of-service vulnerability. The fixed versions are 1.12.28, 1.14.8, and 1.15.6.",2.4,internal,non-existent,no,no,613,,
f8772f5c-7d3b-4d88-b67d-64843b8fa5e1,CVE-2023-34968,"A path disclosure vulnerability was found in Samba. As part of the Spotlight protocol, Samba discloses the server-side absolute path of shares, files, and directories in the results for search queries. This flaw allows a malicious client or an attacker with a targeted RPC request to view the information that is part of the disclosed path.",4.1,public facing,proof-of-concept,yes,no,672,,
b6be4d02-ba2c-4f43-9664-1f84d7f277e8,CVE-2023-34967,"A Type Confusion vulnerability was found in Samba's mdssvc RPC service for Spotlight. When parsing Spotlight mdssvc RPC packets, one encoded data structure is a key-value style dictionary where the keys are character strings, and the values can be any of the supported types in the mdssvc protocol. Due to a lack of type checking in callers of the dalloc_value_for_key() function, which returns the object associated with a key, a caller may trigger a crash in talloc_get_size() when talloc detects that the passed-in pointer is not a valid talloc pointer. With an RPC worker process shared among multiple client connections, a malicious client or attacker can trigger a process crash in a shared RPC mdssvc worker process, affecting all other clients this worker serves.",8.3,public facing,proof-of-concept,no,no,403,,
fa24d9eb-7ee6-4e3b-a947-bc69dabf7441,CVE-2023-34966,"An infinite loop vulnerability was found in Samba's mdssvc RPC service for Spotlight. When parsing Spotlight mdssvc RPC packets sent by the client, the core unmarshalling function sl_unpack_loop() did not validate a field in the network packet that contains the count of elements in an array-like structure. By passing 0 as the count value, the attacked function will run in an endless loop consuming 100% CPU. This flaw allows an attacker to issue a malformed RPC request, triggering an infinite loop, resulting in a denial of service condition.",5,internal,functional,no,no,526,,
f55ac652-135f-4688-a170-6e99fbdb5b3a,CVE-2023-34965,SSPanel-Uim 2023.3 does not restrict access to the /link/ interface which can lead to a leak of user information.,2.7,internal,functional,no,yes,575,,
7b3e404c-5ca8-42a7-b34d-96fc1c5fe30e,CVE-2023-34962,Incorrect access control in Chamilo v1.11.x up to v1.11.18 allows a student to arbitrarily access and modify another student's personal notes.,5.4,public facing,functional,yes,yes,825,,
272953bd-24a2-4d48-b2bb-70ca86d9bc74,CVE-2023-34961,Chamilo v1.11.x up to v1.11.18 was discovered to contain a cross-site scripting (XSS) vulnerability via the /feedback/comment field.,9.6,public facing,proof-of-concept,no,no,110,,
5c2b61de-c79a-4437-a81c-bb9cffc0f2ef,CVE-2023-3496,DO NOT USE THIS CANDIDATE NUMBER. ConsultIDs: none. Reason: This candidate is unused by its CNA. Notes: none.,1.1,internal,proof-of-concept,no,no,94,,
a1767d94-2f28-41af-9b5d-0d704cfd34b8,CVE-2023-34959,An issue in Chamilo v1.11.* up to v1.11.18 allows attackers to execute a Server-Side Request Forgery (SSRF) and obtain information on the services running on the server via crafted requests in the social and links tools.,1,internal,proof-of-concept,yes,no,490,,
af349aa4-ef63-4e11-ac98-09565bf74586,CVE-2023-34958,Incorrect access control in Chamilo 1.11.* up to 1.11.18 allows a student subscribed to a given course to download documents belonging to another student if they know the document's ID.,6.9,internal,functional,yes,yes,184,,
239c792d-bfe4-40d8-ad00-87db60d5d67b,CVE-2023-34944,An arbitrary file upload vulnerability in the /fileUpload.lib.php component of Chamilo 1.11.* up to v1.11.18 allows attackers to execute arbitrary code via uploading a crafted SVG file.,4.2,public facing,functional,no,no,876,,
f990c53f-0f4a-4d02-b445-8e2cb83fa5cb,CVE-2023-34942,** UNSUPPORTED WHEN ASSIGNED ** Asus RT-N10LX Router v2.0.0.39 was discovered to contain a stack overflow via the mac parameter at /start-apply.html. NOTE: This vulnerability only affects products that are no longer supported by the maintainer.,2.7,public facing,proof-of-concept,no,yes,801,,
e5cc3538-0814-45bf-a014-00c60ab82e61,CVE-2023-34941,** UNSUPPORTED WHEN ASSIGNED ** A stored cross-site scripting (XSS) vulnerability in the urlFilterList function of Asus RT-N10LX Router v2.0.0.39 allows attackers to execute arbitrary web scripts or HTML via a crafted payload injected into the URL Keyword List text field. NOTE: This vulnerability only affects products that are no longer supported by the maintainer.,2.8,public facing,non-existent,yes,no,308,,
5882d968-dd19-4e2c-91c1-bc9dc42e9f3a,CVE-2023-34940,** UNSUPPORTED WHEN ASSIGNED ** Asus RT-N10LX Router v2.0.0.39 was discovered to contain a stack overflow via the url parameter at /start-apply.html. NOTE: This vulnerability only affects products that are no longer supported by the maintainer.,5.2,internal,functional,no,yes,830,,
2465372f-4b0f-4cff-b484-d4fbd1eb9c0c,CVE-2023-34939,Onlyoffice Community Server before v12.5.2 was discovered to contain a remote code execution (RCE) vulnerability via the component UploadProgress.ashx.,2.1,public facing,proof-of-concept,yes,yes,113,,
1f39e2b3-d8b6-4a07-a683-5a0000afdfa6,CVE-2023-34937,A stack overflow in the UpdateSnat function of H3C Magic B1STV100R012 allows attackers to cause a Denial of Service (DoS) via a crafted POST request.,2.5,public facing,proof-of-concept,yes,no,721,,
d855d59b-3188-453a-836c-ae741992c188,CVE-2023-34936,A stack overflow in the UpdateMacClone function of H3C Magic B1STV100R012 allows attackers to cause a Denial of Service (DoS) via a crafted POST request.,4.9,internal,functional,no,yes,988,,
9872805d-e015-4de1-b65c-5032c7cb1d6b,CVE-2023-34935,A stack overflow in the AddWlanMacList function of H3C Magic B1STV100R012 allows attackers to cause a Denial of Service (DoS) via a crafted POST request.,5.5,public facing,functional,no,no,620,,
d41c7804-8abd-4138-be8a-87d72c620cd2,CVE-2023-34934,A stack overflow in the Edit_BasicSSID_5G function of H3C Magic B1STV100R012 allows attackers to cause a Denial of Service (DoS) via a crafted POST request.,9.8,public facing,functional,yes,yes,702,,
755b2ac0-7e17-4bf4-9833-4591a6639266,CVE-2023-34933,A stack overflow in the UpdateWanParams function of H3C Magic B1STV100R012 allows attackers to cause a Denial of Service (DoS) via a crafted POST request.,1.9,public facing,non-existent,no,no,466,,
270b9ded-f842-4391-a434-037070ff9f8f,CVE-2023-34932,A stack overflow in the UpdateWanMode function of H3C Magic B1STV100R012 allows attackers to cause a Denial of Service (DoS) via a crafted POST request.,4.3,internal,proof-of-concept,yes,no,95,,
9cff20f6-ff94-46c9-82ed-59f838704b71,CVE-2023-34931,A stack overflow in the EditWlanMacList function of H3C Magic B1STV100R012 allows attackers to cause a Denial of Service (DoS) via a crafted POST request.,8.7,public facing,functional,no,yes,723,,
d5167b3c-ffe8-4b85-ba20-3a29a9b4e3ae,CVE-2023-34930,A stack overflow in the EditMacList function of H3C Magic B1STV100R012 allows attackers to cause a Denial of Service (DoS) via a crafted POST request.,5.3,public facing,functional,no,yes,789,,
deae36d7-662f-4404-b134-081d1ad4142b,CVE-2023-3493,Improper Neutralization of Formula Elements in a CSV File in GitHub repository fossbilling/fossbilling prior to 0.5.3.,8.7,public facing,non-existent,no,yes,753,,
395e19d2-89ff-4565-b84d-aca1b555f5da,CVE-2023-34929,A stack overflow in the AddMacList function of H3C Magic B1STV100R012 allows attackers to cause a Denial of Service (DoS) via a crafted POST request.,3.4,internal,proof-of-concept,no,yes,659,,
5d5dbac8-e31a-4923-9937-55ab7fa3935c,CVE-2023-34928,A stack overflow in the Edit_BasicSSID function of H3C Magic B1STV100R012 allows attackers to cause a Denial of Service (DoS) via a crafted POST request.,1.8,public facing,functional,no,yes,891,,
dea8c0ec-f957-47e2-ba34-7f7e51d4c126,CVE-2023-34927,Casdoor v1.331.0 and below was discovered to contain a Cross-Site Request Forgery (CSRF) in the endpoint /api/set-password. This vulnerability allows attackers to arbitrarily change the victim user's password via supplying a crafted URL.,6.1,public facing,non-existent,yes,no,963,,
5a25afc6-fcb0-4792-892e-fc354323433f,CVE-2023-34924,H3C Magic B1STW B1STV100R012 was discovered to contain a stack overflow via the function SetAPInfoById. This vulnerability allows attackers to cause a Denial of Service (DoS) via a crafted POST request.,9,internal,non-existent,yes,no,405,,
2ab20469-c783-4447-ab78-a378f3db156f,CVE-2023-34923,XML Signature Wrapping (XSW) in SAML-based Single Sign-on feature in TOPdesk v12.10.12 allows bad actors with credentials to authenticate with the Identity Provider (IP) to impersonate any TOPdesk user via SAML Response manipulation.,2.7,internal,non-existent,yes,no,878,,
27ed88fe-6f67-4e6a-806c-c09dd5f4c15c,CVE-2023-3491,Unrestricted Upload of File with Dangerous Type in GitHub repository fossbilling/fossbilling prior to 0.5.3.,1.7,public facing,functional,no,no,399,,
07695276-7601-4790-a85c-617e9a8ec289,CVE-2023-3490,SQL Injection in GitHub repository fossbilling/fossbilling prior to 0.5.3.,7.7,public facing,proof-of-concept,yes,no,466,,
696e92b6-54bd-4a86-a2dc-36c05556c748,CVE-2023-34880,cmseasy v7.7.7.7 20230520 was discovered to contain a path traversal vulnerability via the add_action method at lib/admin/language_admin.php. This vulnerability allows attackers to execute arbitrary code and perform a local file inclusion.,6.9,internal,functional,no,no,776,,
6e9e114a-5147-4e97-b316-e3288f0d3839,CVE-2023-3488,Uninitialized buffer in GBL parser in Silicon Labs GSDK v4.3.0 and earlier allows attacker to leak data from Secure stack via malformed GBL file.,3.1,internal,proof-of-concept,yes,no,847,,
c0c9a69d-b9f4-4609-b537-117158ec93fd,CVE-2023-34878,An issue was discovered in Ujcms v6.0.2 allows attackers to gain sensitive information via the dir parameter to /api/backend/core/web-file-html/download-zip.,5.9,public facing,non-existent,yes,no,136,,
ed530960-4f7d-4166-9acf-539dc37e0314,CVE-2023-34868,Jerryscript 3.0 (commit 05dbbd1) was discovered to contain an Assertion Failure via the parser_parse_for_statement_start at jerry-core/parser/js/js-parser-statm.c.,6.8,internal,non-existent,no,yes,368,,
bf3b80ce-2db0-464b-819c-c86b7bcab1df,CVE-2023-34867,Jerryscript 3.0 (commit 05dbbd1) was discovered to contain an Assertion Failure via the ecma_property_hashmap_create at jerry-core/ecma/base/ecma-property-hashmap.c.,2.9,internal,functional,yes,no,63,,
c067c310-04af-44a1-a491-2bf215ed03d4,CVE-2023-34865,Directory traversal vulnerability in ujcms 6.0.2 allows attackers to move files via the rename feature.,4.7,internal,functional,yes,no,428,,
e07e78ad-9be1-4ffb-b99c-ca1475bbb273,CVE-2023-3486,"An authentication bypass exists in PaperCut NG versions 22.0.12 and prior that could allow a remote, unauthenticated attacker to upload arbitrary files to the PaperCut NG host&#8217;s file storage. This could exhaust system resources and prevent the service from operating as expected.",9.9,internal,non-existent,yes,yes,979,,
4a119c60-2836-411c-be2f-e746b46ea59f,CVE-2023-34856,A Cross Site Scripting (XSS) vulnerability in D-Link DI-7500G-CI-19.05.29A allows attackers to execute arbitrary code via uploading a crafted HTML file to the interface /auth_pic.cgi.,2.5,public facing,proof-of-concept,no,no,236,,
62950923-50be-4e8e-bdcc-e6a6f123b667,CVE-2023-34855,"A Cross Site Scripting (XSS) vulnerability in Youxun Electronic Equipment (Shanghai) Co., Ltd AC Centralized Management Platform v1.02.040 allows attackers to execute arbitrary code via uploading a crafted HTML file to the interface /upfile.cgi.",7.2,public facing,proof-of-concept,no,yes,962,,
66cd7b51-5a6e-4c0f-8405-5c3888080807,CVE-2023-34852,PublicCMS <=V4.0.202302 is vulnerable to Insecure Permissions.,9.6,internal,proof-of-concept,no,yes,226,,
1c570391-f0af-437d-84fc-130b4f50e5c2,CVE-2023-3485,"Insecure defaults in open-source Temporal Server before version 1.20 on all platforms allows an attacker to craft a task token with access to a namespace other than the one specified in the request. Creation of this task token must be done outside of the normal Temporal server flow. It requires the namespace UUID and information from the workflow history for the target namespace. Under these conditions, it is possible to interfere with pending tasks in other namespaces, such as marking a task failed or completed. If a task is targeted for completion by the attacker, the targeted namespace must also be using the same data converter configuration as the initial, valid, namespace for the task completion payload to be decoded by workers in the target namespace.",1.2,public facing,non-existent,no,no,805,,
771d6f35-78e3-422d-b65f-cbe9e3267a5e,CVE-2023-34849,An unauthorized command injection vulnerability exists in the ActionLogin function of the webman.lua file in Ikuai router OS through 3.7.1.,1.8,internal,proof-of-concept,no,no,798,,
dfab3c32-43f9-4e13-9010-a25155faa2e5,CVE-2023-34845,Bludit v3.14.1 was discovered to contain an arbitrary file upload vulnerability in the component /admin/new-content. This vulnerability allows attackers to execute arbitrary web scripts or HTML via uploading a crafted SVG file.,1.1,public facing,non-existent,no,yes,808,,
576bf4c4-456f-41dd-a6d8-7993f1488c0e,CVE-2023-34844,Play With Docker < 0.0.2 has an insecure CAP_SYS_ADMIN privileged mode causing the docker container to escape.,3,internal,proof-of-concept,yes,no,850,,
db8841dd-8fcd-4490-b51b-e061630031f5,CVE-2023-34843,Traggo Server 0.3.0 is vulnerable to directory traversal via a crafted GET request.,9.7,public facing,non-existent,yes,no,810,,
24dd4b50-797d-4285-b254-1dfd6f10c0fe,CVE-2023-34840,"angular-ui-notification v0.1.0, v0.2.0, and v0.3.6 was discovered to contain a cross-site scripting (XSS) vulnerability.",3.2,internal,functional,no,yes,229,,
1b1436a1-7d29-4630-897b-99665da2f3bd,CVE-2023-3484,"An issue has been discovered in GitLab EE affecting all versions starting from 12.8 before 15.11.11, all versions starting from 16.0 before 16.0.7, all versions starting from 16.1 before 16.1.2. An attacker could change the name or path of a public top-level group in certain situations.",3.4,internal,proof-of-concept,no,yes,550,,
823dd667-afa6-426e-9af6-2d1c14937329,CVE-2023-34839,A Cross Site Request Forgery (CSRF) vulnerability in Issabel issabel-pbx v.4.0.0-6 allows a remote attacker to gain privileges via a Custom CSRF exploit to create new user function in the application.,6.8,public facing,proof-of-concept,no,no,372,,
0e735b77-4936-4756-837f-1ad8e0c0f17b,CVE-2023-34838,A Cross Site Scripting vulnerability in Microworld Technologies eScan Management console v.14.0.1400.2281 allows a remote attacker to execute arbitrary code via a crafted script to the Description parameter.,8.5,internal,non-existent,yes,no,673,,
0642e1cd-12c5-4451-b1d7-92ff41aa08ce,CVE-2023-34837,A Cross Site Scripting vulnerability in Microworld Technologies eScan Management console v.14.0.1400.2281 allows a remote attacker to execute arbitrary code via a vulnerable parameter GrpPath.,9.4,public facing,proof-of-concept,yes,yes,847,,
1f76b2ac-1ab7-48ea-ad74-fd10f8201adb,CVE-2023-34836,A Cross Site Scripting vulnerability in Microworld Technologies eScan Management console v.14.0.1400.2281 allows a remote attacker to execute arbitrary code via a crafted script to the Dtltyp and ListName parameters.,8.7,internal,functional,yes,yes,233,,
e745c9b7-4ff2-43ac-b919-86f15d41ec47,CVE-2023-34835,A Cross Site Scripting vulnerability in Microworld Technologies eScan Management console v.14.0.1400.2281 allows a remote attacker to execute arbitrary JavaScript code via a vulnerable delete_file parameter.,2.5,internal,functional,yes,yes,376,,
33045a4e-a018-4afb-bc2a-4c7fc12e9bdb,CVE-2023-34834,"A Directory Browsing vulnerability in MCL-Net version 4.3.5.8788 webserver running on default port 5080, allows attackers to gain sensitive information about the configured databases via the ""/file"" endpoint.",5.3,public facing,functional,yes,yes,475,,
cfd57dd5-ba2a-4423-b9a5-e26c2356ffcf,CVE-2023-34833,An arbitrary file upload vulnerability in the component /api/upload.php of ThinkAdmin v6 allows attackers to execute arbitrary code via a crafted file.,6.7,internal,non-existent,yes,yes,202,,
c1df1e0c-e39a-4c6a-94d2-1f5935b837e2,CVE-2023-34832,TP-Link Archer AX10(EU)_V1.2_230220 was discovered to contain a buffer overflow via the function FUN_131e8 - 0x132B4.,7.8,internal,non-existent,yes,yes,760,,
ad083a36-78e6-4f60-b402-190caefc578f,CVE-2023-34831,"The ""Submission Web Form"" of Turnitin LTI tool/plugin version 1.3 is affected by HTML Injection attacks. The security issue affects the submission web form (""id"" and ""title"" HTTP POST parameters) where the students submit their reports for similarity/plagiarism checks.",1.1,internal,functional,no,no,97,,
f2a19908-5d8d-4826-b302-e3db90c911d1,CVE-2023-34830,i-doit Open v24 was discovered to contain a reflected cross-site scripting (XSS) vulnerability via the timeout parameter on the login page.,2.5,public facing,functional,no,yes,672,,
49edf717-b7a2-43b9-99f9-1856ff7d8833,CVE-2023-34824,fdkaac before 1.0.5 was discovered to contain a heap buffer overflow in caf_info function in caf_reader.c.,1.7,internal,proof-of-concept,no,yes,394,,
ceb5ffb4-97d2-494e-a4b1-3c79c4afc633,CVE-2023-34823,fdkaac before 1.0.5 was discovered to contain a stack overflow in read_callback function in src/main.c.,6.2,public facing,non-existent,yes,yes,761,,
879f9dae-c8bc-416d-a7a1-c9abde59deb8,CVE-2023-3482,"When Firefox is configured to block storage of all cookies, it was still possible to store data in localstorage by using an iframe with a source of 'about:blank'. This could have led to malicious websites storing tracking data without permission. This vulnerability affects Firefox < 115.",7.6,public facing,proof-of-concept,yes,no,662,,
6e00bb4d-1069-40f4-a7e5-fd93179fc533,CVE-2023-34800,D-Link Go-RT-AC750 revA_v101b03 was discovered to contain a command injection vulnerability via the service parameter at genacgi_main.,5.6,public facing,non-existent,yes,no,576,,
6bcf784f-a604-43c8-8722-589ae897e4fb,CVE-2023-34798,An arbitrary file upload vulnerability in eoffice before v9.5 allows attackers to execute arbitrary code via uploading a crafted file.,2.3,internal,proof-of-concept,yes,yes,600,,
edaf9321-2e6f-42ef-8018-85c927140e2e,CVE-2023-34797,Broken access control in the Registration page (/Registration.aspx) of Termenos CWX v8.5.6 allows attackers to access sensitive information.,5.4,internal,non-existent,yes,no,995,,
0628e214-ab84-466b-b50d-ef80a8fe9b71,CVE-2023-34796,"Cross site scripting (XSS) vulnerabiliy in dmarcts-report-viewer dashboard versions 1.1 and thru commit 8a1d882b4c481a05e296e9b38a7961e912146a0f, allows unauthenticated attackers to execute arbitrary code via the org_name or domain values.",2,public facing,functional,yes,yes,415,,
cf08bf3c-5463-48f2-a3fc-85f43d4c1b57,CVE-2023-34795,xlsxio v0.1.2 to v0.2.34 was discovered to contain a free of uninitialized pointer in the xlsxioread_sheetlist_close() function. This vulnerability allows attackers to cause a Denial of Service (DoS) via a crafted XLSX file.,2.4,public facing,proof-of-concept,yes,no,912,,
5e1ce336-7ac1-4294-90c8-df047501997d,CVE-2023-3479,Cross-site Scripting (XSS) - Reflected in GitHub repository hestiacp/hestiacp prior to 1.7.8.,6.7,internal,non-existent,no,yes,896,,
e26255c9-020b-4028-a89a-2097d3ced1a9,CVE-2023-3478,A vulnerability classified as critical was found in IBOS OA 4.5.5. Affected by this vulnerability is the function actionEdit of the file ?r=dashboard/roleadmin/edit&op=member of the component Add User Handler. The manipulation of the argument id leads to sql injection. The attack can be launched remotely. The exploit has been disclosed to the public and may be used. The associated identifier of this vulnerability is VDB-232759. NOTE: The vendor was contacted early about this disclosure but did not respond in any way.,5.9,public facing,proof-of-concept,no,yes,242,,
a00cc000-9d5a-4c8e-b8ff-f872e3470d5e,CVE-2023-3477,A vulnerability was found in RocketSoft Rocket LMS 1.7. It has been declared as problematic. This vulnerability affects unknown code of the file /contact/store of the component Contact Form. The manipulation of the argument name/subject/message leads to cross site scripting. The attack can be initiated remotely. The identifier of this vulnerability is VDB-232756.,2.1,internal,proof-of-concept,no,yes,948,,
0cd0184b-da27-4865-8b89-232e0ea7d067,CVE-2023-34761,"An unauthenticated attacker within BLE proximity can remotely connect to a 7-Eleven LED Message Cup, Hello Cup 1.3.1 for Android, and bypass the application's client-side chat censor filter.",9.4,public facing,proof-of-concept,no,yes,494,,
24b12057-5507-4e12-a486-cc9590cc96cb,CVE-2023-3476,A vulnerability was found in SimplePHPscripts GuestBook Script 2.2. It has been classified as problematic. This affects an unknown part of the file preview.php of the component URL Parameter Handler. The manipulation leads to cross site scripting. It is possible to initiate the attack remotely. It is recommended to upgrade the affected component. The associated identifier of this vulnerability is VDB-232755.,2.3,public facing,proof-of-concept,no,yes,900,,
c4c30021-1980-4d15-8219-684edfeba3ee,CVE-2023-34756,bloofox v0.5.2.1 was discovered to contain a SQL injection vulnerability via the cid parameter at admin/index.php?mode=settings&page=charset&action=edit.,8.4,internal,proof-of-concept,no,no,49,,
74a8cac2-7de7-4223-a02e-82b8546b5d11,CVE-2023-34755,bloofox v0.5.2.1 was discovered to contain a SQL injection vulnerability via the userid parameter at admin/index.php?mode=user&action=edit.,4.4,internal,proof-of-concept,no,yes,307,,
67656b73-0b27-4576-8899-844a4b154432,CVE-2023-34754,bloofox v0.5.2.1 was discovered to contain a SQL injection vulnerability via the pid parameter at admin/index.php?mode=settings&page=plugins&action=edit.,2.8,internal,non-existent,yes,yes,187,,
